S.no1,tweet_id,created_at,screen_name,name,user_description,followers_count,text,location,coordinates,geo,iso_language_code,retweet_count,favorite_count,user_created_at,entities,verified,tweet_source,in_reply_to_status_id_str,in_reply_to_user_id_str
117,1.31163E+18,10/1/2020 11:37,ShubhraPashine,Shubhra Pashine,Learning and Growing.,0,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Guidelines for Care-Givers 👇

➡️Avoid direct contact with body fluids of the patient 
➡️Use disp…",,,,en,9,0,Sat Aug 01 07:03:03 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
118,1.31163E+18,10/1/2020 11:37,rahulnagda,rahul nagda,,38,"ARE WE DISPOSING MASK SAFELY? 
Watch the video in English to find out
https://t.co/0Jo8FCUIeO
#IndiaFightsCorona… https://t.co/mL2q4iCMYW",tiruppur,,,en,0,0,Wed Jul 29 10:57:39 +0000 2009,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [94, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/0Jo8FCUIeO', 'expanded_url': 'https://youtu.be/03nA6m3Av1g', 'display_url': 'youtu.be/03nA6m3Av1g', 'indices': [70, 93]}, {'url': 'https://t.co/mL2q4iCMYW', 'expanded_url': 'https://twitter.com/i/web/status/1311631198309949440', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}",FALSE,Twitter for Android,,
119,1.31163E+18,10/1/2020 11:35,KNR_Offl,KNR,"• A Proud Indian | Movies,Music,Cricket & PUBG | Devotee Of POWER STAR : @PawanKalyan | Telugu & Tamil | An Official Editor Of @Offl_Jayavani •",351,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove…",INDIA,,,en,47,0,Thu Jan 31 15:04:53 +0000 2019,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [44, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
120,1.31163E+18,10/1/2020 11:34,Soumyar_Mohanty,Soumyaranjan Mohanty,,46,"RT @stpiindia: As work from home trend is expanding across industries during #COVID19 pandemic, business leaders must think about reducing…",,,,en,155,0,Wed Apr 27 12:52:16 +0000 2016,"{'hashtags': [{'text': 'COVID19', 'indices': [77, 85]}], 'symbols': [], 'user_mentions': [{'screen_name': 'stpiindia', 'name': 'STPI', 'id': 2713937910, 'id_str': '2713937910', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter Web App,,
121,1.31163E+18,10/1/2020 11:33,Soumyar_Mohanty,Soumyaranjan Mohanty,,46,"RT @stpiindia: As digitisation &amp; automation have become the trend of the day, business leaders should explore which processes should be aut…",,,,en,127,0,Wed Apr 27 12:52:16 +0000 2016,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'stpiindia', 'name': 'STPI', 'id': 2713937910, 'id_str': '2713937910', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter Web App,,
122,1.31163E+18,10/1/2020 11:32,ChiefSecUP,Rajendra Kumar Tiwari,"Chief Secretary, Uttar Pradesh",1960,"RT @MoHFW_INDIA: #IndiaFightsCorona

Avoid unnecessary visitors at home. Be safe. 

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgain…",,,,en,85,0,Fri Mar 20 04:39:02 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [84, 124]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
123,1.31163E+18,10/1/2020 11:31,bhupro,BHU Official,"Official Twitter account of Banaras Hindu University. 

https://t.co/IuwfFUSRFJ…",19653,"Here's the list of doctors who will be available for teleconsultation from 9am to 5 pm at telemedicine OPD, Sir Sun… https://t.co/sGdFvtGt5Z","Varanasi, India",,,en,0,3,Mon Jul 29 07:39:23 +0000 2019,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sGdFvtGt5Z', 'expanded_url': 'https://twitter.com/i/web/status/1311629837849694208', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter for Android,,
124,1.31163E+18,10/1/2020 11:30,bhurtya,Pune News & Retweets,"#Pune #RT from in & around Pune & are not endorsements, Use #Pune for RT's
RT's are automated & we take no responsibility of the RT's
DM for more info",1262,"RT @SatsangTweets: 𝗦𝗲𝘃𝗮 𝗮𝘁 𝗔𝗻𝗶𝗸𝗲𝘁 𝗮𝗻𝗱 𝗠𝗮𝗻𝗮𝘃𝘆𝗮 𝗚𝗼𝗸𝘂𝗹 𝗦𝗰𝗵𝗼𝗼𝗹, 𝗣𝘂𝗻𝗲 - 𝗥𝗼𝘂𝗻𝗱 𝟱
Distribution of #rationkits &amp; we got to purchase diyas made by t…","Pune, Maharashtra, India",,,en,3,0,Thu Jan 16 18:08:42 +0000 2020,"{'hashtags': [{'text': 'rationkits', 'indices': [91, 102]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SatsangTweets', 'name': 'TheSatsangFoundationOfficial', 'id': 2961938442, 'id_str': '2961938442', 'indices': [3, 17]}], 'urls': []}",FALSE,Bhurtya1,,
125,1.31163E+18,10/1/2020 11:29,ROB_Bengaluru,"Regional Outreach Bureau, Karnataka","ROB Karnataka is one of the media units of Ministry of I&B, Govt. of India, engaging in inter-personal communication in villages on Union Govt's Programmes.",1281,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍Points to remember while buying essentials during #COVID19 

➡️Carry your own shopping bag
➡️Use…","Bengaluru, India",,,en,10,0,Fri Jun 24 05:30:55 +0000 2016,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [92, 100]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
126,1.31163E+18,10/1/2020 11:28,SatsangTweets,TheSatsangFoundationOfficial,"With our minds put together, may we understand - @SriMSpeaks",1123,"𝗦𝗲𝘃𝗮 𝗮𝘁 𝗔𝗻𝗶𝗸𝗲𝘁 𝗮𝗻𝗱 𝗠𝗮𝗻𝗮𝘃𝘆𝗮 𝗚𝗼𝗸𝘂𝗹 𝗦𝗰𝗵𝗼𝗼𝗹, 𝗣𝘂𝗻𝗲 - 𝗥𝗼𝘂𝗻𝗱 𝟱
Distribution of #rationkits &amp; we got to purchase diyas made… https://t.co/mJ2Ba0H2pE","Bengaluru, India",,,en,3,4,Wed Jan 07 03:39:28 +0000 2015,"{'hashtags': [{'text': 'rationkits', 'indices': [72, 83]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mJ2Ba0H2pE', 'expanded_url': 'https://twitter.com/i/web/status/1311629124834746371', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",FALSE,Twitter Web App,,
127,1.31163E+18,10/1/2020 11:27,TripRR,🕉💭 🔯 🌟 🇮🇳,The Eternal Optimist,791,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Guidelines for Care-Givers 👇

➡️Avoid direct contact with body fluids of the patient 
➡️Use disp…",Mumbai🇮🇳,,,en,9,0,Sat May 08 09:41:07 +0000 2010,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
128,1.31163E+18,10/1/2020 11:27,DatanetIndia,Datanet India,19 years of globally serving socio-economic and electoral research fraternity. View our latest publications at https://t.co/3FIXCA6rEP,500,"RT @Indiastats: #IndiaFightsCorona 

Month wise Number of New #COVID19 Cases in #India with Globlal Shares

#StayTuned with @Indiastats for…","New Delhi, India",,,en,1,0,Tue Dec 04 11:15:31 +0000 2012,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [16, 34]}, {'text': 'COVID19', 'indices': [62, 70]}, {'text': 'India', 'indices': [80, 86]}, {'text': 'StayTuned', 'indices': [108, 118]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Indiastats', 'name': 'Indiastat', 'id': 163760845, 'id_str': '163760845', 'indices': [3, 14]}, {'screen_name': 'Indiastats', 'name': 'Indiastat', 'id': 163760845, 'id_str': '163760845', 'indices': [124, 135]}], 'urls': []}",FALSE,Twitter Web App,,
129,1.31163E+18,10/1/2020 11:26,TweetsByAkshat,AKSHAT,"Civil Engineer, Movie & TV/Web Series Expert, Story Writer, Blogger & News Provider.",1709,"RT @PIB_India: #CoronaWatch

◾ 63,12,584 total confirmed cases
◾ 52,73,201 cases cured/recovered 
◾ 7,56,19,781 samples tested 

Here's the…",India,,,en,27,0,Tue Feb 23 15:22:17 +0000 2016,"{'hashtags': [{'text': 'CoronaWatch', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PIB_India', 'name': 'PIB India', 'id': 231033118, 'id_str': '231033118', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter for Android,,
130,1.31163E+18,10/1/2020 11:26,pc_0008,pallavi chouhan,calm se kaam!,1100,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Guidelines for Care-Givers 👇

➡️Avoid direct contact with body fluids of the patient 
➡️Use disp…",,,,en,9,0,Wed Aug 05 15:38:46 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter Web App,,
131,1.31163E+18,10/1/2020 11:24,DeepakPatrewal,Priyanshu Deepak Patrewal,⚔️🇮🇳 इंकलाब जिंदाबाद 🇮🇳⚔️,120,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Guidelines for Care-Givers 👇

➡️Avoid direct contact with body fluids of the patient 
➡️Use disp…","Meerut, India",,,en,9,0,Sun Mar 08 08:39:43 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
132,1.31163E+18,10/1/2020 11:24,MIB_India,MIB India 🇮🇳 #StayHome #StaySafe,"This is the official twitter account of Ministry of Information and Broadcasting, Government of India. Follow 
@MIB_Hindi for tweets in Hindi.",1260451,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

📍Guidelines for Care-Givers 👇

➡️Avoid direct contact with body fluids of the patient 
➡️Use disp…","New Delhi, India",,,en,9,0,Fri Nov 02 06:26:58 +0000 2012,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter for Android,,
133,1.31163E+18,10/1/2020 11:23,COVIDNewsByMIB,#IndiaFightsCorona,Official Government of India updates on #COVID19 by @MIB_India.,111706,"#IndiaFightsCorona: 

📍Guidelines for Care-Givers 👇

➡️Avoid direct contact with body fluids of the patient 
➡️Use… https://t.co/UVH5aCKWQX",,,,en,9,18,Tue Mar 31 07:41:35 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/UVH5aCKWQX', 'expanded_url': 'https://twitter.com/i/web/status/1311627870129672194', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",TRUE,Twitter Web App,,
134,1.31163E+18,10/1/2020 11:21,Alekhya_Datta,"Er. Alekhya Datta, CEng","Fellow & Area Convenor (E&F Division), The Energy and Resources Institute (@teriin); B-Tech (Electrical Engineering) & Postgraduate Masters' (Geo-Informatics)",1051,"RT @PIB_India: #CoronaWatch

◾ 63,12,584 total confirmed cases
◾ 52,73,201 cases cured/recovered 
◾ 7,56,19,781 samples tested 

Here's the…","Ghaziabad, India",,,en,27,0,Fri Oct 28 11:46:15 +0000 2011,"{'hashtags': [{'text': 'CoronaWatch', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PIB_India', 'name': 'PIB India', 'id': 231033118, 'id_str': '231033118', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter Web App,,
135,1.31163E+18,10/1/2020 11:19,pibchennai,PIB in Tamil Nadu 🇮🇳,"Press Information Bureau, Chennai. Nodal agency for communicating to media on behalf of #Government of #India. Follow for official #GoI updates.",15108,"RT @MoHFW_INDIA: #IndiaFightsCorona

India's Centre-led strategies of enhanced infrastructure,  agressive and easily accessible country-wid…","Tamil Nadu, Chennai",,,en,75,0,Tue Jul 11 06:27:34 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter for Android,,
136,1.31163E+18,10/1/2020 11:18,Suketh96,Suketh Shetty,"Youtuber ll HR ll
Dreamer for sure! 
Passionate about food 🍴🍕🍔 and movies🎥
I prefer positive species!",32,"RT @PIB_India: #CoronaWatch

◾ 63,12,584 total confirmed cases
◾ 52,73,201 cases cured/recovered 
◾ 7,56,19,781 samples tested 

Here's the…",,,,en,27,0,Fri Oct 17 16:42:12 +0000 2014,"{'hashtags': [{'text': 'CoronaWatch', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PIB_India', 'name': 'PIB India', 'id': 231033118, 'id_str': '231033118', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter for Android,,
137,1.31163E+18,10/1/2020 11:15,raghunath_parab,Raghunath Parab,,38,"RT @PIB_India: #CoronaWatch

◾ 63,12,584 total confirmed cases
◾ 52,73,201 cases cured/recovered 
◾ 7,56,19,781 samples tested 

Here's the…","Mumbai, India",,,en,27,0,Tue May 21 13:17:57 +0000 2019,"{'hashtags': [{'text': 'CoronaWatch', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PIB_India', 'name': 'PIB India', 'id': 231033118, 'id_str': '231033118', 'indices': [3, 13]}], 'urls': []}",FALSE,Twitter for Android,,
138,1.31163E+18,10/1/2020 11:14,ruchich40655787,ruchi chauhan,mamta himc.. block coordinator.. kumarsain,15,RT @_DigitalIndia: #IndiaFightsCorona | Comprehensive Home Isolation Guidelines for Mildly symptomatic asymptomatic cases of #COVID19 with…,,,,en,39,0,Sat Apr 25 11:13:37 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [19, 37]}, {'text': 'COVID19', 'indices': [125, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': '_DigitalIndia', 'name': 'Digital India', 'id': 2686770528, 'id_str': '2686770528', 'indices': [3, 17]}], 'urls': []}",FALSE,Twitter for Android,,
139,1.31163E+18,10/1/2020 11:14,Shrikant_STPIB,ಶ್ರೀಕಾಂತ-Shrikant,Software Technology Parks of India Bengaluru-STPIB,335,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Physical Distancing is important to prevent the spread of #COVID19. 

Avoid large gatherings &amp; ma…","Bengaluru, India",,,en,5,0,Wed May 04 08:19:17 +0000 2016,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [100, 108]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter Web App,,
140,1.31162E+18,10/1/2020 11:11,DDIndialive,DD India,"Official account of DD India, English News TV Channel of Doordarshan(Prasar Bharati-India’s Public Broadcaster)Follow us on https://t.co/C55s7Mms3d",32397,"Watch our special program 'Doctors Speak' and get answer to all your questions about #COVID19

#IndiaFightsCorona… https://t.co/09iXxtefpS","New Delhi, India",,,en,0,1,Fri Apr 08 09:24:41 +0000 2016,"{'hashtags': [{'text': 'COVID19', 'indices': [85, 93]}, {'text': 'IndiaFightsCorona', 'indices': [95, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/09iXxtefpS', 'expanded_url': 'https://twitter.com/i/web/status/1311624769297543169', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}",TRUE,TweetDeck,,
141,1.31162E+18,10/1/2020 11:11,MedicaEasternIn,Medica Hospitals,Eastern India's largest and fastest growing #healthcare brand.,840,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

😷Things to remember before using the home-made mask👇

➡️Thoroughly wash &amp; clean the mask 
➡️Wash…",India,,,en,10,0,Tue Sep 26 05:52:31 +0000 2017,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter Web App,,
142,1.31162E+18,10/1/2020 11:07,Real_MukeshOM,Mukesh kr Rathour🇮🇳🚩,"हर हर महादेव🚩🚩
जय हिंद जय हिंद की सेना🙏🙏
🚩जय श्री राम🚩",2374,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Physical Distancing is important to prevent the spread of #COVID19. 

Avoid large gatherings &amp; ma…","Gola Gokarannath, India",,,en,5,0,Sun Jan 19 02:17:52 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [100, 108]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
143,1.31162E+18,10/1/2020 11:06,MIB_India,MIB India 🇮🇳 #StayHome #StaySafe,"This is the official twitter account of Ministry of Information and Broadcasting, Government of India. Follow 
@MIB_Hindi for tweets in Hindi.",1260451,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Physical Distancing is important to prevent the spread of #COVID19. 

Avoid large gatherings &amp; ma…","New Delhi, India",,,en,5,0,Fri Nov 02 06:26:58 +0000 2012,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [100, 108]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",TRUE,Twitter for Android,,
144,1.31162E+18,10/1/2020 11:06,jbrmail14,Rajan JBR,"""It is not the strongest of the species that survives, nor the most intelligent that survives. It is the one that is most adaptable to change"" -Charles Darwin.",137,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove…",,,,en,47,0,Sat May 11 06:13:45 +0000 2013,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [44, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter Web App,,
145,1.31162E+18,10/1/2020 11:05,ShijiAntony13,Shiji Antony,,7,RT @mp_iec: Let’s continue our war against #COVID19 and pledge this  #PoshanMaah2020 to ensure substantial gains in improving nutrition and…,"Bhopal, India",,,en,0,0,Mon May 29 15:04:37 +0000 2017,"{'hashtags': [{'text': 'COVID19', 'indices': [43, 51]}, {'text': 'PoshanMaah2020', 'indices': [69, 84]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mp_iec', 'name': 'MP Health IEC Bureau', 'id': 938652685632397318, 'id_str': '938652685632397318', 'indices': [3, 10]}], 'urls': []}",FALSE,Twitter for Android,,
146,1.31162E+18,10/1/2020 11:05,ShijiAntony13,Shiji Antony,,7,"RT @mp_iec: #PoshanMaah2020
Iron deficiency is the most common nutritional disorder growing tremendously in India.
#IndiaFightsCorona ensur…","Bhopal, India",,,en,0,0,Mon May 29 15:04:37 +0000 2017,"{'hashtags': [{'text': 'PoshanMaah2020', 'indices': [12, 27]}, {'text': 'IndiaFightsCorona', 'indices': [115, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'mp_iec', 'name': 'MP Health IEC Bureau', 'id': 938652685632397318, 'id_str': '938652685632397318', 'indices': [3, 10]}], 'urls': []}",FALSE,Twitter for Android,,
